employee,customer_and_account_no,product_name,sale_date,sale_amount,units_sold,invoice_no,invoice_frequency
Ricky Bobby (ricky.bobby@korning.com),Motorola (MT928534),Gorilla Glass,04/12/2012,$372534.82,300482,29148,Monthly
Bob Lob (bob.lob@korning.com),HTC (HT925638),Baboon Glass,11/10/2012,$217923.99,491353,76750,Monthly
Ricky Bobby (ricky.bobby@korning.com),LG (LG858843),Chimp Glass,10/19/2012,$418770.23,881876,60753,Quarterly
Bob Lob (bob.lob@korning.com),Nokia (NK881241),Baboon Glass,07/31/2012,$303217.26,984559,35168,Once
Ricky Bobby (ricky.bobby@korning.com),LG (LG858843),Orangutan Glass,12/15/2012,$897586.99,711348,35331,Monthly
Clancy Wiggum (clancy.wiggum@korning.com),LG (LG858843),Baboon Glass,12/03/2012,$800425.68,777948,80801,Quarterly
Ricky Bobby (ricky.bobby@korning.com),Apple (AP512452),Orangutan Glass,12/13/2012,$480472.10,100828,22668,Monthly
Bob Lob (bob.lob@korning.com),HTC (HT925638),Baboon Glass,05/15/2012,$103584.20,656875,68803,Monthly
Ricky Bobby (ricky.bobby@korning.com),Motorola (MT928534),Orangutan Glass,05/04/2012,$975091.48,171065,51043,Monthly
Clancy Wiggum (clancy.wiggum@korning.com),Motorola (MT928534),Chimp Glass,02/22/2012,$517747.21,198484,18558,Quarterly
Bob Lob (bob.lob@korning.com),Apple (AP512452),Baboon Glass,07/24/2012,$282662.72,472362,76830,Once
Bob Lob (bob.lob@korning.com),HTC (HT925638),Chimp Glass,05/21/2012,$305974.93,667004,90494,Once
Bob Lob (bob.lob@korning.com),Samsung (SG373953),Gorilla Glass,12/18/2012,$277924.83,717397,17739,Monthly
Clancy Wiggum (clancy.wiggum@korning.com),Nokia (NK881241),Chimp Glass,02/02/2012,$771810.33,362195,36222,Quarterly
Willie Groundskeeper (willie.groundskeeper@korning.com),HTC (HT925638),Gorilla Glass,07/22/2012,$432817.26,232373,81533,Quarterly
Clancy Wiggum (clancy.wiggum@korning.com),HTC (HT925638),Gorilla Glass,03/07/2012,$933726.48,619616,71549,Monthly
Bob Lob (bob.lob@korning.com),HTC (HT925638),Orangutan Glass,01/26/2012,$233407.45,554205,29044,Quarterly
Ricky Bobby (ricky.bobby@korning.com),Samsung (SG373953),Orangutan Glass,09/15/2012,$601304.90,171895,22066,Once
Clancy Wiggum (clancy.wiggum@korning.com),Motorola (MT928534),Baboon Glass,10/19/2012,$669693.77,709427,42404,Monthly
Clancy Wiggum (clancy.wiggum@korning.com),Nokia (NK881241),Gorilla Glass,04/21/2012,$596914.00,550517,70031,Monthly
Clancy Wiggum (clancy.wiggum@korning.com),Nokia (NK881241),Orangutan Glass,03/27/2012,$947892.11,870596,45365,Monthly
Willie Groundskeeper (willie.groundskeeper@korning.com),Apple (AP512452),Orangutan Glass,08/27/2012,$689497.55,215688,29277,Quarterly
Bob Lob (bob.lob@korning.com),Nokia (NK881241),Chimp Glass,07/24/2012,$443056.73,449417,44432,Monthly
Clancy Wiggum (clancy.wiggum@korning.com),Nokia (NK881241),Gorilla Glass,10/15/2012,$488616.95,481117,46105,Monthly
Bob Lob (bob.lob@korning.com),HTC (HT925638),Baboon Glass,06/19/2012,$423214.46,204643,21141,Once
Willie Groundskeeper (willie.groundskeeper@korning.com),LG (LG858843),Baboon Glass,03/24/2012,$601444.76,472046,75506,Monthly
Clancy Wiggum (clancy.wiggum@korning.com),Nokia (NK881241),Chimp Glass,09/08/2012,$206471.96,150941,91027,Monthly
Clancy Wiggum (clancy.wiggum@korning.com),Samsung (SG373953),Orangutan Glass,05/21/2012,$408829.30,983149,69702,Once
Bob Lob (bob.lob@korning.com),Samsung (SG373953),Baboon Glass,04/15/2012,$709177.76,768038,90043,Monthly
Willie Groundskeeper (willie.groundskeeper@korning.com),HTC (HT925638),Baboon Glass,09/22/2012,$789132.89,196209,64293,Once
Willie Groundskeeper (willie.groundskeeper@korning.com),Nokia (NK881241),Orangutan Glass,05/15/2012,$508657.64,752252,36611,Monthly
Ricky Bobby (ricky.bobby@korning.com),Nokia (NK881241),Gorilla Glass,05/22/2012,$355362.97,555452,61458,Quarterly
Clancy Wiggum (clancy.wiggum@korning.com),Motorola (MT928534),Orangutan Glass,06/29/2012,$922008.13,198774,72188,Monthly
Bob Lob (bob.lob@korning.com),Apple (AP512452),Orangutan Glass,06/25/2012,$479989.86,405919,87214,Monthly
Willie Groundskeeper (willie.groundskeeper@korning.com),Apple (AP512452),Gorilla Glass,09/28/2012,$752156.12,686709,48500,Once
Clancy Wiggum (clancy.wiggum@korning.com),Apple (AP512452),Gorilla Glass,04/21/2012,$519863.71,919645,63050,Quarterly
Bob Lob (bob.lob@korning.com),LG (LG858843),Orangutan Glass,12/29/2012,$688630.96,233081,67203,Monthly
Bob Lob (bob.lob@korning.com),HTC (HT925638),Orangutan Glass,06/04/2012,$626689.30,312163,83306,Quarterly
Clancy Wiggum (clancy.wiggum@korning.com),Apple (AP512452),Orangutan Glass,06/27/2012,$388332.34,871073,82518,Monthly
Ricky Bobby (ricky.bobby@korning.com),Motorola (MT928534),Orangutan Glass,04/21/2012,$927832.82,214588,73141,Quarterly
Willie Groundskeeper (willie.groundskeeper@korning.com),Motorola (MT928534),Baboon Glass,11/22/2012,$691821.59,967270,80131,Once
Bob Lob (bob.lob@korning.com),Nokia (NK881241),Orangutan Glass,07/01/2012,$449417.07,480264,51903,Once
Willie Groundskeeper (willie.groundskeeper@korning.com),Samsung (SG373953),Baboon Glass,10/04/2012,$254580.66,853615,61353,Once
Clancy Wiggum (clancy.wiggum@korning.com),Motorola (MT928534),Baboon Glass,06/20/2012,$828341.88,883099,85314,Monthly
Bob Lob (bob.lob@korning.com),Motorola (MT928534),Chimp Glass,02/22/2012,$784652.92,410972,35284,Once
Bob Lob (bob.lob@korning.com),HTC (HT925638),Baboon Glass,07/31/2012,$738628.33,246360,64368,Monthly
Ricky Bobby (ricky.bobby@korning.com),Apple (AP512452),Orangutan Glass,09/11/2012,$127423.78,944487,40876,Monthly
Clancy Wiggum (clancy.wiggum@korning.com),Apple (AP512452),Chimp Glass,05/02/2012,$890792.19,626426,34862,Quarterly
Ricky Bobby (ricky.bobby@korning.com),Nokia (NK881241),Orangutan Glass,05/04/2012,$486046.86,249837,44362,Quarterly
Willie Groundskeeper (willie.groundskeeper@korning.com),Nokia (NK881241),Orangutan Glass,10/31/2012,$454162.68,559348,31113,Once
Willie Groundskeeper (willie.groundskeeper@korning.com),LG (LG858843),Orangutan Glass,11/11/2012,$373852.36,323878,21232,Monthly
Clancy Wiggum (clancy.wiggum@korning.com),Motorola (MT928534),Gorilla Glass,12/06/2012,$293918.44,909546,77786,Once
Willie Groundskeeper (willie.groundskeeper@korning.com),Motorola (MT928534),Gorilla Glass,08/04/2012,$104814.10,139779,73708,Once
Willie Groundskeeper (willie.groundskeeper@korning.com),HTC (HT925638),Baboon Glass,09/08/2012,$462285.42,179007,45564,Monthly
Bob Lob (bob.lob@korning.com),Motorola (MT928534),Chimp Glass,07/12/2012,$486986.88,206878,36773,Once
Bob Lob (bob.lob@korning.com),Apple (AP512452),Gorilla Glass,04/13/2012,$672309.58,767434,54320,Quarterly
Ricky Bobby (ricky.bobby@korning.com),Samsung (SG373953),Gorilla Glass,03/25/2012,$947627.75,730030,83658,Monthly
Ricky Bobby (ricky.bobby@korning.com),Motorola (MT928534),Gorilla Glass,07/11/2012,$450784.66,244714,39857,Monthly
Bob Lob (bob.lob@korning.com),HTC (HT925638),Baboon Glass,11/18/2012,$708353.23,983824,84560,Monthly
Bob Lob (bob.lob@korning.com),LG (LG858843),Baboon Glass,03/19/2012,$655178.51,294367,86887,Monthly
Clancy Wiggum (clancy.wiggum@korning.com),Samsung (SG373953),Gorilla Glass,04/01/2012,$731461.44,450740,22005,Quarterly
Willie Groundskeeper (willie.groundskeeper@korning.com),LG (LG858843),Orangutan Glass,02/23/2012,$922721.68,320043,27776,Once
Willie Groundskeeper (willie.groundskeeper@korning.com),Samsung (SG373953),Chimp Glass,05/16/2012,$655531.98,430958,46678,Quarterly
Ricky Bobby (ricky.bobby@korning.com),Samsung (SG373953),Chimp Glass,01/30/2012,$669991.75,514171,82434,Once
Willie Groundskeeper (willie.groundskeeper@korning.com),HTC (HT925638),Orangutan Glass,10/12/2012,$179969.71,940186,39668,Quarterly
Willie Groundskeeper (willie.groundskeeper@korning.com),HTC (HT925638),Baboon Glass,10/04/2012,$595010.52,787756,69797,Quarterly
Bob Lob (bob.lob@korning.com),Nokia (NK881241),Gorilla Glass,06/12/2012,$739890.98,262266,17013,Monthly
Bob Lob (bob.lob@korning.com),LG (LG858843),Gorilla Glass,06/22/2012,$444277.22,148740,49360,Quarterly
Ricky Bobby (ricky.bobby@korning.com),Samsung (SG373953),Baboon Glass,11/03/2012,$749361.87,399386,30941,Monthly
Clancy Wiggum (clancy.wiggum@korning.com),HTC (HT925638),Gorilla Glass,04/25/2012,$677784.53,452740,67907,Monthly
Willie Groundskeeper (willie.groundskeeper@korning.com),Nokia (NK881241),Gorilla Glass,08/07/2012,$608130.85,971067,80127,Once
Bob Lob (bob.lob@korning.com),Motorola (MT928534),Orangutan Glass,02/19/2012,$207480.44,656194,82207,Quarterly
Clancy Wiggum (clancy.wiggum@korning.com),Samsung (SG373953),Baboon Glass,03/11/2012,$770668.85,243070,23002,Quarterly
Clancy Wiggum (clancy.wiggum@korning.com),Nokia (NK881241),Orangutan Glass,10/23/2012,$388114.10,586586,60215,Monthly
Ricky Bobby (ricky.bobby@korning.com),LG (LG858843),Baboon Glass,05/27/2012,$509470.78,820499,17665,Quarterly
Willie Groundskeeper (willie.groundskeeper@korning.com),Motorola (MT928534),Chimp Glass,07/11/2012,$218627.01,632792,87068,Once
Clancy Wiggum (clancy.wiggum@korning.com),HTC (HT925638),Gorilla Glass,01/29/2012,$458344.57,622300,90332,Once
Ricky Bobby (ricky.bobby@korning.com),LG (LG858843),Orangutan Glass,07/06/2012,$773729.83,344348,24835,Monthly
Clancy Wiggum (clancy.wiggum@korning.com),Apple (AP512452),Orangutan Glass,01/18/2012,$781041.01,152917,76386,Monthly
Ricky Bobby (ricky.bobby@korning.com),LG (LG858843),Orangutan Glass,09/10/2012,$784390.74,105733,36114,Monthly
Bob Lob (bob.lob@korning.com),LG (LG858843),Gorilla Glass,04/28/2012,$563666.93,792517,25466,Monthly
Willie Groundskeeper (willie.groundskeeper@korning.com),Samsung (SG373953),Orangutan Glass,02/01/2012,$640524.18,330985,32505,Monthly
Clancy Wiggum (clancy.wiggum@korning.com),Nokia (NK881241),Baboon Glass,01/28/2012,$759085.16,858283,67055,Quarterly
Willie Groundskeeper (willie.groundskeeper@korning.com),Apple (AP512452),Baboon Glass,10/05/2012,$908897.61,723795,84159,Quarterly
Willie Groundskeeper (willie.groundskeeper@korning.com),Nokia (NK881241),Gorilla Glass,12/21/2012,$280452.96,501196,31514,Quarterly
Ricky Bobby (ricky.bobby@korning.com),Motorola (MT928534),Chimp Glass,09/04/2012,$949695.41,302901,19485,Quarterly
Willie Groundskeeper (willie.groundskeeper@korning.com),Samsung (SG373953),Gorilla Glass,01/23/2012,$589894.21,339690,16258,Monthly
Willie Groundskeeper (willie.groundskeeper@korning.com),LG (LG858843),Orangutan Glass,03/23/2012,$523649.23,151367,46869,Monthly
Clancy Wiggum (clancy.wiggum@korning.com),Motorola (MT928534),Chimp Glass,11/27/2012,$398268.61,265619,22735,Once
Willie Groundskeeper (willie.groundskeeper@korning.com),Motorola (MT928534),Chimp Glass,05/07/2012,$501794.73,125785,66820,Monthly
Clancy Wiggum (clancy.wiggum@korning.com),Apple (AP512452),Orangutan Glass,08/07/2012,$681239.26,727360,42580,Quarterly
Clancy Wiggum (clancy.wiggum@korning.com),Nokia (NK881241),Chimp Glass,10/26/2012,$824531.74,687889,54928,Quarterly
Willie Groundskeeper (willie.groundskeeper@korning.com),Apple (AP512452),Gorilla Glass,08/08/2012,$138423.32,229481,36120,Once
Clancy Wiggum (clancy.wiggum@korning.com),Nokia (NK881241),Orangutan Glass,06/03/2012,$567558.12,242929,18126,Quarterly
Clancy Wiggum (clancy.wiggum@korning.com),HTC (HT925638),Orangutan Glass,11/21/2012,$729977.62,619300,15819,Monthly
Bob Lob (bob.lob@korning.com),Apple (AP512452),Orangutan Glass,09/03/2012,$960837.98,186444,34060,Monthly
Clancy Wiggum (clancy.wiggum@korning.com),HTC (HT925638),Chimp Glass,01/11/2012,$914176.70,415936,89576,Quarterly
Willie Groundskeeper (willie.groundskeeper@korning.com),HTC (HT925638),Baboon Glass,04/21/2012,$844088.15,861260,82390,Monthly
Ricky Bobby (ricky.bobby@korning.com),Motorola (MT928534),Orangutan Glass,09/22/2012,$697440.39,755797,50361,Once
Clancy Wiggum (clancy.wiggum@korning.com),Nokia (NK881241),Gorilla Glass,09/09/2012,$840880.43,303258,47181,Monthly
Bob Lob (bob.lob@korning.com),HTC (HT925638),Orangutan Glass,10/05/2012,$952383.09,599987,43176,Once
Ricky Bobby (ricky.bobby@korning.com),Samsung (SG373953),Baboon Glass,12/23/2012,$625138.89,678501,60510,Quarterly
Clancy Wiggum (clancy.wiggum@korning.com),HTC (HT925638),Baboon Glass,07/28/2012,$856537.80,389337,59254,Once
Willie Groundskeeper (willie.groundskeeper@korning.com),Motorola (MT928534),Baboon Glass,08/15/2012,$896917.18,847928,22272,Quarterly
Clancy Wiggum (clancy.wiggum@korning.com),HTC (HT925638),Chimp Glass,12/13/2012,$610844.14,571482,91027,Monthly
Ricky Bobby (ricky.bobby@korning.com),HTC (HT925638),Chimp Glass,09/01/2012,$174473.37,657545,72941,Monthly
Willie Groundskeeper (willie.groundskeeper@korning.com),Motorola (MT928534),Baboon Glass,01/20/2012,$222646.79,251565,46109,Once
Bob Lob (bob.lob@korning.com),Samsung (SG373953),Gorilla Glass,08/07/2012,$191250.20,366994,60630,Monthly
Willie Groundskeeper (willie.groundskeeper@korning.com),Nokia (NK881241),Chimp Glass,03/07/2012,$964237.94,488959,25229,Once
Ricky Bobby (ricky.bobby@korning.com),Motorola (MT928534),Baboon Glass,08/16/2012,$493577.72,897799,20152,Quarterly
Clancy Wiggum (clancy.wiggum@korning.com),Motorola (MT928534),Orangutan Glass,02/05/2012,$159922.40,820755,18812,Monthly
Ricky Bobby (ricky.bobby@korning.com),Apple (AP512452),Baboon Glass,09/16/2012,$570680.28,566001,60338,Once
Ricky Bobby (ricky.bobby@korning.com),Samsung (SG373953),Gorilla Glass,03/30/2012,$238445.06,711751,35856,Quarterly
Ricky Bobby (ricky.bobby@korning.com),Motorola (MT928534),Orangutan Glass,09/26/2012,$123260.20,162405,15456,Quarterly
Bob Lob (bob.lob@korning.com),Nokia (NK881241),Chimp Glass,01/22/2012,$758751.99,426564,91538,Monthly
Ricky Bobby (ricky.bobby@korning.com),LG (LG858843),Orangutan Glass,06/30/2012,$357908.92,185344,18504,Once
Willie Groundskeeper (willie.groundskeeper@korning.com),Samsung (SG373953),Gorilla Glass,01/05/2012,$706402.91,715510,17405,Monthly
Ricky Bobby (ricky.bobby@korning.com),LG (LG858843),Orangutan Glass,04/27/2012,$106238.57,126545,25110,Once
Ricky Bobby (ricky.bobby@korning.com),Apple (AP512452),Orangutan Glass,05/01/2012,$527223.51,163611,22798,Monthly
Ricky Bobby (ricky.bobby@korning.com),Nokia (NK881241),Orangutan Glass,01/28/2012,$496980.42,342451,47342,Once
Bob Lob (bob.lob@korning.com),Nokia (NK881241),Gorilla Glass,07/27/2012,$894920.77,469200,26396,Quarterly
Bob Lob (bob.lob@korning.com),Apple (AP512452),Baboon Glass,07/15/2012,$487009.50,477472,50990,Once
Bob Lob (bob.lob@korning.com),Motorola (MT928534),Gorilla Glass,11/18/2012,$792117.81,505873,52915,Once
Ricky Bobby (ricky.bobby@korning.com),LG (LG858843),Gorilla Glass,03/01/2012,$402799.36,463616,44279,Once
Clancy Wiggum (clancy.wiggum@korning.com),Nokia (NK881241),Chimp Glass,12/21/2012,$778533.56,167864,34751,Monthly
Clancy Wiggum (clancy.wiggum@korning.com),Apple (AP512452),Baboon Glass,02/29/2012,$471185.82,743507,57814,Monthly
Willie Groundskeeper (willie.groundskeeper@korning.com),HTC (HT925638),Baboon Glass,01/29/2012,$498721.90,993889,22266,Monthly
Clancy Wiggum (clancy.wiggum@korning.com),Nokia (NK881241),Orangutan Glass,08/03/2012,$511643.92,283785,62461,Once
Bob Lob (bob.lob@korning.com),Samsung (SG373953),Orangutan Glass,04/27/2012,$963067.47,872530,20358,Once
Bob Lob (bob.lob@korning.com),Motorola (MT928534),Orangutan Glass,11/24/2012,$661508.52,605583,45831,Quarterly
Bob Lob (bob.lob@korning.com),LG (LG858843),Chimp Glass,07/01/2012,$774551.38,663259,21176,Quarterly
Willie Groundskeeper (willie.groundskeeper@korning.com),Motorola (MT928534),Orangutan Glass,12/15/2012,$168986.88,620372,16069,Monthly
Clancy Wiggum (clancy.wiggum@korning.com),HTC (HT925638),Chimp Glass,08/02/2012,$611138.65,529735,55782,Once
Clancy Wiggum (clancy.wiggum@korning.com),HTC (HT925638),Chimp Glass,11/15/2012,$409350.04,746210,24027,Quarterly
Ricky Bobby (ricky.bobby@korning.com),HTC (HT925638),Gorilla Glass,01/11/2012,$781203.05,393852,75106,Once
Willie Groundskeeper (willie.groundskeeper@korning.com),Samsung (SG373953),Orangutan Glass,12/31/2012,$623859.89,130621,66954,Once
Bob Lob (bob.lob@korning.com),LG (LG858843),Chimp Glass,12/26/2012,$768970.30,844319,26771,Once
Bob Lob (bob.lob@korning.com),HTC (HT925638),Baboon Glass,05/04/2012,$866072.11,723845,84799,Quarterly
Willie Groundskeeper (willie.groundskeeper@korning.com),Nokia (NK881241),Orangutan Glass,08/14/2012,$297154.17,888586,19981,Once
Clancy Wiggum (clancy.wiggum@korning.com),Motorola (MT928534),Baboon Glass,03/02/2012,$413852.52,791095,48863,Quarterly
Bob Lob (bob.lob@korning.com),Samsung (SG373953),Chimp Glass,05/02/2012,$611567.54,401400,23974,Once
Ricky Bobby (ricky.bobby@korning.com),LG (LG858843),Chimp Glass,03/29/2012,$354593.29,487109,45954,Once
Ricky Bobby (ricky.bobby@korning.com),HTC (HT925638),Chimp Glass,08/22/2012,$947676.52,193641,47797,Once
Ricky Bobby (ricky.bobby@korning.com),Samsung (SG373953),Chimp Glass,02/24/2012,$299369.19,727736,47600,Once
Clancy Wiggum (clancy.wiggum@korning.com),Samsung (SG373953),Baboon Glass,01/27/2012,$966821.75,325473,20201,Quarterly
Willie Groundskeeper (willie.groundskeeper@korning.com),HTC (HT925638),Orangutan Glass,04/02/2012,$923948.43,127136,21328,Monthly
Clancy Wiggum (clancy.wiggum@korning.com),LG (LG858843),Chimp Glass,04/03/2012,$150474.72,148010,61634,Quarterly
Willie Groundskeeper (willie.groundskeeper@korning.com),Motorola (MT928534),Baboon Glass,06/05/2012,$446114.58,136677,39565,Quarterly
Willie Groundskeeper (willie.groundskeeper@korning.com),HTC (HT925638),Gorilla Glass,08/31/2012,$897705.14,777565,66267,Quarterly
Bob Lob (bob.lob@korning.com),HTC (HT925638),Gorilla Glass,10/03/2012,$761259.03,134883,33506,Quarterly
Ricky Bobby (ricky.bobby@korning.com),Apple (AP512452),Gorilla Glass,10/03/2012,$555572.93,264183,18412,Once
Ricky Bobby (ricky.bobby@korning.com),Apple (AP512452),Baboon Glass,04/30/2012,$105825.39,233240,30125,Quarterly
Clancy Wiggum (clancy.wiggum@korning.com),HTC (HT925638),Baboon Glass,10/10/2012,$269167.53,473997,47333,Monthly
Willie Groundskeeper (willie.groundskeeper@korning.com),Motorola (MT928534),Gorilla Glass,04/06/2012,$873822.38,743606,39414,Once
Willie Groundskeeper (willie.groundskeeper@korning.com),Nokia (NK881241),Gorilla Glass,12/29/2012,$389352.22,903373,28962,Once
Willie Groundskeeper (willie.groundskeeper@korning.com),Nokia (NK881241),Orangutan Glass,10/19/2012,$434127.85,423355,62051,Quarterly
Clancy Wiggum (clancy.wiggum@korning.com),LG (LG858843),Gorilla Glass,04/29/2012,$273074.89,576098,68014,Monthly
Willie Groundskeeper (willie.groundskeeper@korning.com),Motorola (MT928534),Orangutan Glass,02/04/2012,$382362.46,154194,37489,Monthly
Clancy Wiggum (clancy.wiggum@korning.com),Motorola (MT928534),Chimp Glass,01/26/2012,$204952.14,410476,48667,Once
Willie Groundskeeper (willie.groundskeeper@korning.com),LG (LG858843),Orangutan Glass,06/27/2012,$285629.89,440602,68033,Monthly
Ricky Bobby (ricky.bobby@korning.com),LG (LG858843),Chimp Glass,09/27/2012,$716845.42,491591,62427,Quarterly
Ricky Bobby (ricky.bobby@korning.com),Apple (AP512452),Orangutan Glass,09/15/2012,$312553.95,132722,52945,Quarterly
Willie Groundskeeper (willie.groundskeeper@korning.com),Samsung (SG373953),Orangutan Glass,07/01/2012,$419228.06,645342,36904,Monthly
Bob Lob (bob.lob@korning.com),LG (LG858843),Baboon Glass,06/24/2012,$658378.41,247932,85045,Monthly
Ricky Bobby (ricky.bobby@korning.com),Nokia (NK881241),Orangutan Glass,09/09/2012,$190591.07,656337,73090,Monthly
Willie Groundskeeper (willie.groundskeeper@korning.com),Motorola (MT928534),Gorilla Glass,02/26/2012,$710595.64,726140,56584,Monthly
Bob Lob (bob.lob@korning.com),Samsung (SG373953),Chimp Glass,11/06/2012,$147304.49,952577,40463,Monthly
Ricky Bobby (ricky.bobby@korning.com),HTC (HT925638),Orangutan Glass,04/12/2012,$782298.52,864260,72324,Quarterly
Clancy Wiggum (clancy.wiggum@korning.com),Nokia (NK881241),Baboon Glass,07/26/2012,$830836.58,371751,68185,Monthly
Bob Lob (bob.lob@korning.com),Apple (AP512452),Chimp Glass,09/02/2012,$307667.75,424528,59301,Once
Bob Lob (bob.lob@korning.com),Samsung (SG373953),Gorilla Glass,11/25/2012,$507270.96,302090,32988,Monthly
Willie Groundskeeper (willie.groundskeeper@korning.com),Samsung (SG373953),Baboon Glass,10/13/2012,$932923.21,180337,42747,Quarterly
Ricky Bobby (ricky.bobby@korning.com),Nokia (NK881241),Baboon Glass,09/11/2012,$258104.50,308498,32760,Quarterly
Ricky Bobby (ricky.bobby@korning.com),LG (LG858843),Orangutan Glass,07/07/2012,$684083.20,394783,31252,Once
Willie Groundskeeper (willie.groundskeeper@korning.com),Apple (AP512452),Baboon Glass,02/21/2012,$305839.23,237202,16031,Monthly
Ricky Bobby (ricky.bobby@korning.com),Motorola (MT928534),Gorilla Glass,05/16/2012,$996015.53,803270,53168,Monthly
Ricky Bobby (ricky.bobby@korning.com),Samsung (SG373953),Chimp Glass,12/24/2012,$855980.50,807623,19475,Once
Clancy Wiggum (clancy.wiggum@korning.com),Apple (AP512452),Chimp Glass,06/03/2012,$782591.52,470381,42833,Once
Ricky Bobby (ricky.bobby@korning.com),HTC (HT925638),Chimp Glass,05/19/2012,$911768.15,548867,41563,Once
Ricky Bobby (ricky.bobby@korning.com),Samsung (SG373953),Gorilla Glass,03/07/2012,$220422.64,825406,33243,Monthly
Clancy Wiggum (clancy.wiggum@korning.com),Nokia (NK881241),Gorilla Glass,07/02/2012,$891136.18,548838,52930,Quarterly
Ricky Bobby (ricky.bobby@korning.com),Apple (AP512452),Baboon Glass,11/27/2012,$240193.49,921049,67615,Once
Ricky Bobby (ricky.bobby@korning.com),Motorola (MT928534),Orangutan Glass,01/30/2012,$319293.48,381405,48177,Once
Ricky Bobby (ricky.bobby@korning.com),LG (LG858843),Chimp Glass,04/19/2012,$310610.78,469643,47688,Monthly
Clancy Wiggum (clancy.wiggum@korning.com),Samsung (SG373953),Gorilla Glass,03/30/2012,$129714.29,772587,42951,Monthly
Ricky Bobby (ricky.bobby@korning.com),Motorola (MT928534),Orangutan Glass,09/03/2012,$507937.58,169818,32939,Quarterly
Willie Groundskeeper (willie.groundskeeper@korning.com),LG (LG858843),Gorilla Glass,08/08/2012,$378572.09,863528,35146,Once
Bob Lob (bob.lob@korning.com),Samsung (SG373953),Chimp Glass,01/08/2012,$320177.17,103429,85370,Quarterly
Ricky Bobby (ricky.bobby@korning.com),HTC (HT925638),Chimp Glass,03/10/2012,$512465.55,298485,90057,Once
Clancy Wiggum (clancy.wiggum@korning.com),Motorola (MT928534),Chimp Glass,09/15/2012,$721631.58,264453,71498,Quarterly
Willie Groundskeeper (willie.groundskeeper@korning.com),Motorola (MT928534),Gorilla Glass,06/06/2012,$237751.69,738285,57774,Quarterly
Ricky Bobby (ricky.bobby@korning.com),Samsung (SG373953),Gorilla Glass,01/05/2012,$473900.46,886621,84290,Once
Bob Lob (bob.lob@korning.com),Apple (AP512452),Chimp Glass,10/17/2012,$389711.34,410331,55808,Once
Willie Groundskeeper (willie.groundskeeper@korning.com),HTC (HT925638),Orangutan Glass,07/05/2012,$359462.93,632175,61280,Monthly
Ricky Bobby (ricky.bobby@korning.com),LG (LG858843),Chimp Glass,03/19/2012,$360222.34,237303,27375,Once
Willie Groundskeeper (willie.groundskeeper@korning.com),Nokia (NK881241),Baboon Glass,12/24/2012,$373588.81,100303,91385,Monthly
Bob Lob (bob.lob@korning.com),LG (LG858843),Gorilla Glass,03/13/2012,$296636.30,118820,31277,Monthly
Bob Lob (bob.lob@korning.com),Motorola (MT928534),Baboon Glass,05/06/2012,$256375.78,764614,57857,Quarterly
Clancy Wiggum (clancy.wiggum@korning.com),Nokia (NK881241),Baboon Glass,11/01/2012,$535299.37,788003,46027,Quarterly
Clancy Wiggum (clancy.wiggum@korning.com),Apple (AP512452),Chimp Glass,09/16/2012,$651754.75,648627,37306,Once
Clancy Wiggum (clancy.wiggum@korning.com),LG (LG858843),Chimp Glass,07/16/2012,$510164.79,841618,40267,Quarterly
Clancy Wiggum (clancy.wiggum@korning.com),Apple (AP512452),Chimp Glass,11/10/2012,$353260.28,253139,33638,Once
Bob Lob (bob.lob@korning.com),Apple (AP512452),Orangutan Glass,05/23/2012,$379729.30,911664,30681,Once
Ricky Bobby (ricky.bobby@korning.com),Samsung (SG373953),Chimp Glass,11/13/2012,$736019.59,390517,38293,Quarterly
Clancy Wiggum (clancy.wiggum@korning.com),HTC (HT925638),Orangutan Glass,01/16/2012,$641468.27,100379,76117,Once
Willie Groundskeeper (willie.groundskeeper@korning.com),Apple (AP512452),Orangutan Glass,03/02/2012,$195919.84,825868,70186,Monthly
Bob Lob (bob.lob@korning.com),Samsung (SG373953),Baboon Glass,11/26/2012,$237546.38,285362,81758,Once
Ricky Bobby (ricky.bobby@korning.com),HTC (HT925638),Chimp Glass,12/19/2012,$553129.35,125496,22654,Once
Ricky Bobby (ricky.bobby@korning.com),LG (LG858843),Chimp Glass,11/23/2012,$572199.88,689895,52921,Monthly
Ricky Bobby (ricky.bobby@korning.com),Nokia (NK881241),Gorilla Glass,02/17/2012,$471909.30,918471,37587,Monthly
Willie Groundskeeper (willie.groundskeeper@korning.com),Apple (AP512452),Gorilla Glass,06/02/2012,$936053.18,389267,50910,Quarterly
Bob Lob (bob.lob@korning.com),LG (LG858843),Gorilla Glass,02/02/2012,$120984.50,789324,85750,Once
Ricky Bobby (ricky.bobby@korning.com),Motorola (MT928534),Gorilla Glass,05/09/2012,$704281.45,570299,18869,Quarterly
Willie Groundskeeper (willie.groundskeeper@korning.com),Apple (AP512452),Chimp Glass,02/18/2012,$838462.95,899641,57237,Monthly
Clancy Wiggum (clancy.wiggum@korning.com),Apple (AP512452),Baboon Glass,03/17/2012,$309830.64,338042,42514,Once
Clancy Wiggum (clancy.wiggum@korning.com),Motorola (MT928534),Orangutan Glass,08/26/2012,$816814.01,113707,22539,Quarterly
Willie Groundskeeper (willie.groundskeeper@korning.com),Nokia (NK881241),Orangutan Glass,04/11/2012,$445473.07,595654,88817,Quarterly
